5IMvEsOBkkOAGzjgOniDsj,Alech,Carthago,https://open.spotify.com/track/5IMvEsOBkkOAGzjgOniDsj,spotify:track:5IMvEsOBkkOAGzjgOniDsj
2wRE6NbULFrM16BIYp6ymE,"رايحين نسهر - بام بام","Mohamed Ramadan",https://open.spotify.com/track/2wRE6NbULFrM16BIYp6ymE,spotify:track:2wRE6NbULFrM16BIYp6ymE
4YsUfCgWG0xYgjGcsk4SPG,"Habaytak - R3HAB Remix","Acid Arab,GHIZLANE MELIH,R3HAB",https://open.spotify.com/track/4YsUfCgWG0xYgjGcsk4SPG,spotify:track:4YsUfCgWG0xYgjGcsk4SPG
3niITPq6KBrNiAb1f2qQKy,Laa,"El Sawareekh",https://open.spotify.com/track/3niITPq6KBrNiAb1f2qQKy,spotify:track:3niITPq6KBrNiAb1f2qQKy
1raaYGCQJY0P6nDSICeVxx,"El Hantoor","Saad El Soghayar,Amina",https://open.spotify.com/track/1raaYGCQJY0P6nDSICeVxx,spotify:track:1raaYGCQJY0P6nDSICeVxx
19IIMZZtRKchdeDOoRP7wU,Hatgawez,"Saad El Soghayar",https://open.spotify.com/track/19IIMZZtRKchdeDOoRP7wU,spotify:track:19IIMZZtRKchdeDOoRP7wU
5l4Lla3ntoJIkCud07XlYn,"Ya Tabtab Wa Dallaa","Nancy Ajram",https://open.spotify.com/track/5l4Lla3ntoJIkCud07XlYn,spotify:track:5l4Lla3ntoJIkCud07XlYn
7HT0g6P2sr8kypPzAFrg0n,"Ah Ya Alby",Hakim,https://open.spotify.com/track/7HT0g6P2sr8kypPzAFrg0n,spotify:track:7HT0g6P2sr8kypPzAFrg0n
7qLXBcYW78is9LygQBziAU,"Sabry Aalil",Sherine,https://open.spotify.com/track/7qLXBcYW78is9LygQBziAU,spotify:track:7qLXBcYW78is9LygQBziAU
7Jer8ddQAn1FPPCqrx87Ax,"Ma Tegi Hena","Nancy Ajram",https://open.spotify.com/track/7Jer8ddQAn1FPPCqrx87Ax,spotify:track:7Jer8ddQAn1FPPCqrx87Ax
3ZTuYuaV1fhdNnuIBuzTYy,"Nour El Ein","Amr Diab",https://open.spotify.com/track/3ZTuYuaV1fhdNnuIBuzTYy,spotify:track:3ZTuYuaV1fhdNnuIBuzTYy
2dn5f0hTsMujYZSUtaCHtm,التنورة,"Fares Karam",https://open.spotify.com/track/2dn5f0hTsMujYZSUtaCHtm,spotify:track:2dn5f0hTsMujYZSUtaCHtm
6TYFcqqQVQPb3YsgfRhvqs,"Tamally Maak","Amr Diab",https://open.spotify.com/track/6TYFcqqQVQPb3YsgfRhvqs,spotify:track:6TYFcqqQVQPb3YsgfRhvqs
6YGur3vFObbOj7BigRrRSR,"Ya Nour El Ein","Massari,Maya Diab,French Montana",https://open.spotify.com/track/6YGur3vFObbOj7BigRrRSR,spotify:track:6YGur3vFObbOj7BigRrRSR
6g95dK7o7vVh8ZCnDAseU5,"كلام عينيه",Sherine,https://open.spotify.com/track/6g95dK7o7vVh8ZCnDAseU5,spotify:track:6g95dK7o7vVh8ZCnDAseU5
2n45sK6aEas1Wwnt4Obj7z,"Ah W Noss","Nancy Ajram",https://open.spotify.com/track/2n45sK6aEas1Wwnt4Obj7z,spotify:track:2n45sK6aEas1Wwnt4Obj7z
6DPqxlITNTjIMzcWHCUwCZ,"Boushret Kheir","Hussain Aljassmi",https://open.spotify.com/track/6DPqxlITNTjIMzcWHCUwCZ,spotify:track:6DPqxlITNTjIMzcWHCUwCZ
4YsUfCgWG0xYgjGcsk4SPG,"Habaytak - R3HAB Remix","Acid Arab,GHIZLANE MELIH,R3HAB",https://open.spotify.com/track/4YsUfCgWG0xYgjGcsk4SPG,spotify:track:4YsUfCgWG0xYgjGcsk4SPG
3niITPq6KBrNiAb1f2qQKy,Laa,"El Sawareekh",https://open.spotify.com/track/3niITPq6KBrNiAb1f2qQKy,spotify:track:3niITPq6KBrNiAb1f2qQKy
